week_start,sku_id,cluster_id,units_sold,promo_active,price_avg
2025-06-16,SKU-1010,C-EAST,75,false,47.23
2025-06-23,SKU-1010,C-EAST,79,false,48.11
2025-06-30,SKU-1010,C-EAST,61,false,47.26
2025-07-07,SKU-1010,C-EAST,77,false,47.86
2025-07-14,SKU-1010,C-EAST,95,false,47.71
2025-07-21,SKU-1010,C-EAST,96,false,46.04
2025-07-28,SKU-1010,C-EAST,93,false,46.64
2025-08-04,SKU-1010,C-EAST,68,false,47.73
2025-08-11,SKU-1010,C-EAST,82,false,48.37
2025-08-18,SKU-1010,C-EAST,75,false,46.54
2025-08-25,SKU-1010,C-EAST,66,false,46.84
2025-09-01,SKU-1010,C-EAST,63,false,46.4
2025-09-08,SKU-1010,C-EAST,59,false,48.16
2025-09-15,SKU-1010,C-EAST,59,false,45.95
2025-09-22,SKU-1010,C-EAST,61,false,47.27
2025-09-29,SKU-1010,C-EAST,61,false,47.61
2025-10-06,SKU-1010,C-EAST,55,false,46.37
2025-10-13,SKU-1010,C-EAST,50,false,46.18
2025-10-20,SKU-1010,C-EAST,47,false,48.75
2025-10-27,SKU-1010,C-EAST,32,false,47.7
2025-11-03,SKU-1010,C-EAST,52,false,47.91
2025-11-10,SKU-1010,C-EAST,34,false,48.17
2025-11-17,SKU-1010,C-EAST,37,false,48.71
2025-11-24,SKU-1010,C-EAST,40,false,48.16
2025-12-01,SKU-1010,C-EAST,43,false,47.17
2025-12-08,SKU-1010,C-EAST,28,false,46.47
2025-12-15,SKU-1010,C-EAST,24,false,46.3
2025-12-22,SKU-1010,C-EAST,29,false,48.47
2025-12-29,SKU-1010,C-EAST,21,false,46.76
2026-01-05,SKU-1010,C-EAST,26,false,47.9
2026-01-12,SKU-1010,C-EAST,24,false,46.91
2026-01-19,SKU-1010,C-EAST,26,false,48.0
2026-01-26,SKU-1010,C-EAST,23,false,48.52
2026-02-02,SKU-1010,C-EAST,47,false,47.49
2026-02-09,SKU-1010,C-EAST,45,false,46.76
2026-02-16,SKU-1010,C-EAST,39,false,46.67
2026-02-23,SKU-1010,C-EAST,41,false,47.73
2026-03-02,SKU-1010,C-EAST,39,false,47.0
2026-03-09,SKU-1010,C-EAST,43,false,48.35
2026-03-16,SKU-1010,C-EAST,37,false,48.12
2026-03-23,SKU-1010,C-EAST,40,false,47.79
2026-03-30,SKU-1010,C-EAST,57,false,47.45
2026-04-06,SKU-1010,C-EAST,40,false,47.33
2026-04-13,SKU-1010,C-EAST,58,false,47.49
2026-04-20,SKU-1010,C-EAST,51,false,47.74
2026-04-27,SKU-1010,C-EAST,62,false,46.23
2026-05-04,SKU-1010,C-EAST,72,false,48.29
2026-05-11,SKU-1010,C-EAST,71,false,46.29
2024-11-18,SKU-1010,C-WEST,17,false,47.3
2024-11-25,SKU-1010,C-WEST,14,false,46.2
2024-12-02,SKU-1010,C-WEST,12,false,47.79
2024-12-09,SKU-1010,C-WEST,13,false,47.41
2024-12-16,SKU-1010,C-WEST,12,false,46.96
2024-12-23,SKU-1010,C-WEST,10,false,47.64
2024-12-30,SKU-1010,C-WEST,12,false,46.51
2025-01-06,SKU-1010,C-WEST,11,false,47.32
2025-01-13,SKU-1010,C-WEST,11,false,48.2
2025-01-20,SKU-1010,C-WEST,10,false,46.09
2025-01-27,SKU-1010,C-WEST,10,false,47.1
2025-02-03,SKU-1010,C-WEST,12,false,46.97
2025-02-10,SKU-1010,C-WEST,12,false,46.67
2025-02-17,SKU-1010,C-WEST,11,false,46.04
2025-02-24,SKU-1010,C-WEST,13,false,48.6
2025-03-03,SKU-1010,C-WEST,13,false,48.65
2025-03-10,SKU-1010,C-WEST,16,false,47.43
2025-03-17,SKU-1010,C-WEST,17,false,46.46
2025-03-24,SKU-1010,C-WEST,17,false,47.7
2025-03-31,SKU-1010,C-WEST,21,false,46.43
2025-04-07,SKU-1010,C-WEST,20,false,46.22
2025-04-14,SKU-1010,C-WEST,16,false,47.73
2025-04-21,SKU-1010,C-WEST,19,false,47.81
2025-04-28,SKU-1010,C-WEST,23,false,48.43
2025-05-05,SKU-1010,C-WEST,24,false,47.06
2025-05-12,SKU-1010,C-WEST,25,false,46.88
2025-05-19,SKU-1010,C-WEST,37,false,47.18
2025-05-26,SKU-1010,C-WEST,36,false,46.92
2025-06-02,SKU-1010,C-WEST,27,false,46.84
2025-06-09,SKU-1010,C-WEST,36,false,46.98
2025-06-16,SKU-1010,C-WEST,27,false,47.98
2025-06-23,SKU-1010,C-WEST,25,false,47.65
2025-06-30,SKU-1010,C-WEST,35,false,48.09
2025-07-07,SKU-1010,C-WEST,29,false,48.55
2025-07-14,SKU-1010,C-WEST,32,false,47.19
2025-07-21,SKU-1010,C-WEST,49,false,47.05
2025-07-28,SKU-1010,C-WEST,29,false,47.61
2025-08-04,SKU-1010,C-WEST,28,false,47.39
2025-08-11,SKU-1010,C-WEST,30,false,46.77
2025-08-18,SKU-1010,C-WEST,26,false,46.55
2025-08-25,SKU-1010,C-WEST,24,false,48.25
2025-09-01,SKU-1010,C-WEST,27,false,47.88
2025-09-08,SKU-1010,C-WEST,34,false,47.5
2025-09-15,SKU-1010,C-WEST,29,false,48.55
2025-09-22,SKU-1010,C-WEST,23,false,46.93
2025-09-29,SKU-1010,C-WEST,24,false,46.31
2025-10-06,SKU-1010,C-WEST,19,false,46.58
2025-10-13,SKU-1010,C-WEST,17,false,48.22
2025-10-20,SKU-1010,C-WEST,19,false,48.53
2025-10-27,SKU-1010,C-WEST,17,false,48.01
2025-11-03,SKU-1010,C-WEST,16,false,46.41
2025-11-10,SKU-1010,C-WEST,13,false,48.27
2025-11-17,SKU-1010,C-WEST,14,false,48.5
2025-11-24,SKU-1010,C-WEST,11,false,47.61
2025-12-01,SKU-1010,C-WEST,12,false,47.56
2025-12-08,SKU-1010,C-WEST,13,false,46.14
2025-12-15,SKU-1010,C-WEST,12,false,46.91
2025-12-22,SKU-1010,C-WEST,12,false,48.24
2025-12-29,SKU-1010,C-WEST,10,false,48.39
2026-01-05,SKU-1010,C-WEST,12,false,46.56
2026-01-12,SKU-1010,C-WEST,11,false,45.95
2026-01-19,SKU-1010,C-WEST,10,false,48.13
2026-01-26,SKU-1010,C-WEST,10,false,46.04
2026-02-02,SKU-1010,C-WEST,12,false,47.45
2026-02-09,SKU-1010,C-WEST,13,false,46.55
2026-02-16,SKU-1010,C-WEST,14,false,46.06
2026-02-23,SKU-1010,C-WEST,13,false,47.19
2026-03-02,SKU-1010,C-WEST,13,false,47.61
2026-03-09,SKU-1010,C-WEST,15,false,46.74
2026-03-16,SKU-1010,C-WEST,16,false,47.04
2026-03-23,SKU-1010,C-WEST,16,false,47.54
2026-03-30,SKU-1010,C-WEST,19,false,46.06
2026-04-06,SKU-1010,C-WEST,18,false,47.35
2026-04-13,SKU-1010,C-WEST,22,false,48.12
2026-04-20,SKU-1010,C-WEST,25,false,47.51
2026-04-27,SKU-1010,C-WEST,26,false,47.31
2026-05-04,SKU-1010,C-WEST,23,false,47.67
2026-05-11,SKU-1010,C-WEST,25,false,48.01
2024-11-18,SKU-1011,C-EAST,20,false,51.3
2024-11-25,SKU-1011,C-EAST,18,false,50.55
2024-12-02,SKU-1011,C-EAST,16,false,51.07
2024-12-09,SKU-1011,C-EAST,18,false,49.33
2024-12-16,SKU-1011,C-EAST,14,false,51.13
2024-12-23,SKU-1011,C-EAST,24,false,52.27
2024-12-30,SKU-1011,C-EAST,16,false,49.39
2025-01-06,SKU-1011,C-EAST,18,false,51.75
2025-01-13,SKU-1011,C-EAST,14,false,51.57
2025-01-20,SKU-1011,C-EAST,15,false,51.85
2025-01-27,SKU-1011,C-EAST,15,false,52.15
2025-02-03,SKU-1011,C-EAST,20,false,52.08
2025-02-10,SKU-1011,C-EAST,21,false,49.3
2025-02-17,SKU-1011,C-EAST,17,false,51.37
2025-02-24,SKU-1011,C-EAST,26,false,49.33
2025-03-03,SKU-1011,C-EAST,26,false,49.89
2025-03-10,SKU-1011,C-EAST,20,false,50.85
2025-03-17,SKU-1011,C-EAST,25,false,50.04
2025-03-24,SKU-1011,C-EAST,24,false,49.69
2025-03-31,SKU-1011,C-EAST,30,false,51.39
2025-04-07,SKU-1011,C-EAST,28,false,51.28
2025-04-14,SKU-1011,C-EAST,27,false,49.39
2025-04-21,SKU-1011,C-EAST,34,false,51.66
2025-04-28,SKU-1011,C-EAST,46,false,51.14
2025-05-05,SKU-1011,C-EAST,50,false,49.28
2025-05-12,SKU-1011,C-EAST,44,false,50.44
2025-05-19,SKU-1011,C-EAST,35,false,51.27
2025-05-26,SKU-1011,C-EAST,46,false,51.89
2025-06-02,SKU-1011,C-EAST,56,false,51.24
2025-06-09,SKU-1011,C-EAST,41,false,49.96
2025-06-16,SKU-1011,C-EAST,38,false,49.56
2025-06-23,SKU-1011,C-EAST,57,false,50.22
2025-06-30,SKU-1011,C-EAST,44,false,49.82
2025-07-07,SKU-1011,C-EAST,37,false,50.78
2025-07-14,SKU-1011,C-EAST,33,false,49.32
2025-07-21,SKU-1011,C-EAST,49,false,50.01
2025-07-28,SKU-1011,C-EAST,46,false,50.46
2025-08-04,SKU-1011,C-EAST,44,false,49.73
2025-08-11,SKU-1011,C-EAST,37,false,51.16
2025-08-18,SKU-1011,C-EAST,42,false,49.98
2025-08-25,SKU-1011,C-EAST,44,false,51.73
2025-09-01,SKU-1011,C-EAST,44,false,51.16
2025-09-08,SKU-1011,C-EAST,45,false,51.74
2025-09-15,SKU-1011,C-EAST,31,false,49.35
2025-09-22,SKU-1011,C-EAST,29,false,49.72
2025-09-29,SKU-1011,C-EAST,28,false,51.99
2025-10-06,SKU-1011,C-EAST,31,false,50.42
2025-10-13,SKU-1011,C-EAST,30,false,52.18
2025-10-20,SKU-1011,C-EAST,26,false,49.95
2025-10-27,SKU-1011,C-EAST,24,false,49.99
2025-11-03,SKU-1011,C-EAST,26,false,52.03
2025-11-10,SKU-1011,C-EAST,28,false,50.26
2025-11-17,SKU-1011,C-EAST,22,false,49.68
2025-11-24,SKU-1011,C-EAST,20,false,50.91
2025-12-01,SKU-1011,C-EAST,21,false,50.2
2025-12-08,SKU-1011,C-EAST,13,false,51.41
2025-12-15,SKU-1011,C-EAST,14,false,52.29
2025-12-22,SKU-1011,C-EAST,14,false,52.23
2025-12-29,SKU-1011,C-EAST,18,false,52.05
2026-01-05,SKU-1011,C-EAST,24,false,50.22
2026-01-12,SKU-1011,C-EAST,13,false,49.62
2026-01-19,SKU-1011,C-EAST,13,false,50.22
2026-01-26,SKU-1011,C-EAST,17,false,51.59
2026-02-02,SKU-1011,C-EAST,14,false,51.94
2026-02-09,SKU-1011,C-EAST,16,false,50.61
2026-02-16,SKU-1011,C-EAST,21,false,52.1
2026-02-23,SKU-1011,C-EAST,27,false,50.09
2026-03-02,SKU-1011,C-EAST,16,false,51.63
2026-03-09,SKU-1011,C-EAST,22,false,51.58
2026-03-16,SKU-1011,C-EAST,26,false,51.12
2026-03-23,SKU-1011,C-EAST,28,false,49.96
2026-03-30,SKU-1011,C-EAST,36,false,49.96
2026-04-06,SKU-1011,C-EAST,30,false,51.35
2026-04-13,SKU-1011,C-EAST,27,false,50.71
2026-04-20,SKU-1011,C-EAST,28,false,51.43
2026-04-27,SKU-1011,C-EAST,41,false,50.4
2026-05-04,SKU-1011,C-EAST,46,false,49.68
2026-05-11,SKU-1011,C-EAST,40,false,49.85
2024-11-18,SKU-1011,C-WEST,11,false,49.3
2024-11-25,SKU-1011,C-WEST,9,false,50.08
2024-12-02,SKU-1011,C-WEST,7,false,52.27
2024-12-09,SKU-1011,C-WEST,9,false,51.57
2024-12-16,SKU-1011,C-WEST,10,false,52.26
2024-12-23,SKU-1011,C-WEST,10,false,51.9
2024-12-30,SKU-1011,C-WEST,7,false,50.65
2025-01-06,SKU-1011,C-WEST,8,false,50.01
2025-01-13,SKU-1011,C-WEST,8,false,51.5
2025-01-20,SKU-1011,C-WEST,8,false,50.42
2025-01-27,SKU-1011,C-WEST,7,false,51.52
2025-02-03,SKU-1011,C-WEST,11,false,51.07
2025-02-10,SKU-1011,C-WEST,7,false,51.65
2025-02-17,SKU-1011,C-WEST,10,false,50.84
2025-02-24,SKU-1011,C-WEST,8,false,49.39
2025-03-03,SKU-1011,C-WEST,12,false,52.29
2025-03-10,SKU-1011,C-WEST,8,false,51.5
2025-03-17,SKU-1011,C-WEST,11,false,50.96
2025-03-24,SKU-1011,C-WEST,11,false,49.41
2025-03-31,SKU-1011,C-WEST,14,false,50.14
2025-04-07,SKU-1011,C-WEST,14,false,51.78
2025-04-14,SKU-1011,C-WEST,16,false,50.66
2025-04-21,SKU-1011,C-WEST,17,false,49.42
2025-04-28,SKU-1011,C-WEST,16,false,50.83
2025-05-05,SKU-1011,C-WEST,20,false,50.63
2025-05-12,SKU-1011,C-WEST,20,false,51.46
2025-05-19,SKU-1011,C-WEST,22,false,52.11
2025-05-26,SKU-1011,C-WEST,25,false,51.38
2025-06-02,SKU-1011,C-WEST,23,false,50.63
2025-06-09,SKU-1011,C-WEST,23,false,49.8
2025-06-16,SKU-1011,C-WEST,16,false,49.87
2025-06-23,SKU-1011,C-WEST,18,false,50.64
2025-06-30,SKU-1011,C-WEST,20,false,52.02
2025-07-07,SKU-1011,C-WEST,26,false,51.68
2025-07-14,SKU-1011,C-WEST,25,false,49.6
2025-07-21,SKU-1011,C-WEST,24,false,50.63
2025-07-28,SKU-1011,C-WEST,19,false,50.43
2025-08-04,SKU-1011,C-WEST,21,false,51.67
2025-08-11,SKU-1011,C-WEST,12,false,50.41
2025-08-18,SKU-1011,C-WEST,19,false,50.42
2025-08-25,SKU-1011,C-WEST,20,false,50.98
2025-09-01,SKU-1011,C-WEST,15,false,51.27
2025-09-08,SKU-1011,C-WEST,21,false,49.8
2025-09-15,SKU-1011,C-WEST,19,false,51.43
2025-09-22,SKU-1011,C-WEST,14,false,51.6
2025-09-29,SKU-1011,C-WEST,16,false,50.62
2025-10-06,SKU-1011,C-WEST,13,false,49.66
2025-10-13,SKU-1011,C-WEST,17,false,49.87
2025-10-20,SKU-1011,C-WEST,14,false,50.65
2025-10-27,SKU-1011,C-WEST,11,false,51.86
2025-11-03,SKU-1011,C-WEST,11,false,51.95
2025-11-10,SKU-1011,C-WEST,10,false,49.98
2025-11-17,SKU-1011,C-WEST,9,false,50.51
2025-11-24,SKU-1011,C-WEST,9,false,49.5
2025-12-01,SKU-1011,C-WEST,9,false,50.92
2025-12-08,SKU-1011,C-WEST,8,false,51.14
2025-12-15,SKU-1011,C-WEST,7,false,49.41
2025-12-22,SKU-1011,C-WEST,8,false,49.71
2025-12-29,SKU-1011,C-WEST,7,false,51.86
2026-01-05,SKU-1011,C-WEST,7,false,51.29
2026-01-12,SKU-1011,C-WEST,8,false,52.06
2026-01-19,SKU-1011,C-WEST,8,false,49.41
2026-01-26,SKU-1011,C-WEST,9,false,51.3
2026-02-02,SKU-1011,C-WEST,9,false,51.12
2026-02-09,SKU-1011,C-WEST,8,false,51.66
2026-02-16,SKU-1011,C-WEST,7,false,49.8
2026-02-23,SKU-1011,C-WEST,8,false,52.09
2026-03-02,SKU-1011,C-WEST,10,false,49.54
2026-03-09,SKU-1011,C-WEST,11,false,50.41
2026-03-16,SKU-1011,C-WEST,12,false,49.46
2026-03-23,SKU-1011,C-WEST,11,false,50.15
2026-03-30,SKU-1011,C-WEST,12,false,49.67
2026-04-06,SKU-1011,C-WEST,11,false,50.86
2026-04-13,SKU-1011,C-WEST,12,false,50.86
2026-04-20,SKU-1011,C-WEST,14,false,49.59
2026-04-27,SKU-1011,C-WEST,16,false,51.48
2026-05-04,SKU-1011,C-WEST,13,false,50.73
2026-05-11,SKU-1011,C-WEST,14,false,51.35
2024-11-18,SKU-1012,C-EAST,49,false,63.5
2024-11-25,SKU-1012,C-EAST,53,false,61.13
2024-12-02,SKU-1012,C-EAST,49,false,61.74
2024-12-09,SKU-1012,C-EAST,47,false,62.16
2024-12-16,SKU-1012,C-EAST,36,false,62.07
2024-12-23,SKU-1012,C-EAST,49,false,62.44
2024-12-30,SKU-1012,C-EAST,41,false,59.91
2025-01-06,SKU-1012,C-EAST,43,false,62.13
2025-01-13,SKU-1012,C-EAST,41,false,62.78
2025-01-20,SKU-1012,C-EAST,45,false,63.52
2025-01-27,SKU-1012,C-EAST,34,false,61.89
2025-02-03,SKU-1012,C-EAST,38,false,62.18
2025-02-10,SKU-1012,C-EAST,47,false,60.86
2025-02-17,SKU-1012,C-EAST,39,false,62.74
2025-02-24,SKU-1012,C-EAST,61,false,61.02
2025-03-03,SKU-1012,C-EAST,74,false,59.84
2025-03-10,SKU-1012,C-EAST,70,false,62.5
2025-03-17,SKU-1012,C-EAST,59,false,62.1
2025-03-24,SKU-1012,C-EAST,71,false,61.04
2025-03-31,SKU-1012,C-EAST,67,false,61.07
2025-04-07,SKU-1012,C-EAST,60,false,62.77
2025-04-14,SKU-1012,C-EAST,60,false,62.21
2025-04-21,SKU-1012,C-EAST,68,false,63.12
2025-04-28,SKU-1012,C-EAST,84,false,61.81
2025-05-05,SKU-1012,C-EAST,85,false,61.35
2025-05-12,SKU-1012,C-EAST,116,false,62.57
2025-05-19,SKU-1012,C-EAST,105,false,62.5
2025-05-26,SKU-1012,C-EAST,113,false,60.99
2025-06-02,SKU-1012,C-EAST,95,false,62.36
2025-06-09,SKU-1012,C-EAST,104,false,62.78
2025-06-16,SKU-1012,C-EAST,124,false,63.41
2025-06-23,SKU-1012,C-EAST,119,false,60.86
2025-06-30,SKU-1012,C-EAST,157,false,62.14
2025-07-07,SKU-1012,C-EAST,131,false,62.94
2025-07-14,SKU-1012,C-EAST,122,false,62.02
2025-07-21,SKU-1012,C-EAST,127,false,63.02
2025-07-28,SKU-1012,C-EAST,131,false,60.98
2025-08-04,SKU-1012,C-EAST,94,false,59.94
2025-08-11,SKU-1012,C-EAST,111,false,60.7
2025-08-18,SKU-1012,C-EAST,102,false,61.49
2025-08-25,SKU-1012,C-EAST,97,false,60.94
2025-09-01,SKU-1012,C-EAST,86,false,60.24
2025-09-08,SKU-1012,C-EAST,94,false,63.2
2025-09-15,SKU-1012,C-EAST,73,false,61.46
2025-09-22,SKU-1012,C-EAST,89,false,61.67
2025-09-29,SKU-1012,C-EAST,93,false,60.52
2025-10-06,SKU-1012,C-EAST,100,false,61.76
2025-10-13,SKU-1012,C-EAST,70,false,62.69
2025-10-20,SKU-1012,C-EAST,91,false,62.86
2025-10-27,SKU-1012,C-EAST,63,false,63.29
2025-11-03,SKU-1012,C-EAST,71,false,62.5
2025-11-10,SKU-1012,C-EAST,47,false,61.52
2025-11-17,SKU-1012,C-EAST,52,false,59.84
2025-11-24,SKU-1012,C-EAST,53,false,63.27
2025-12-01,SKU-1012,C-EAST,55,false,60.14
2025-12-08,SKU-1012,C-EAST,46,false,61.55
2025-12-15,SKU-1012,C-EAST,40,false,62.26
2025-12-22,SKU-1012,C-EAST,50,false,60.98
2025-12-29,SKU-1012,C-EAST,32,false,63.12
2026-01-05,SKU-1012,C-EAST,37,false,61.01
2026-01-12,SKU-1012,C-EAST,35,false,61.0
2026-01-19,SKU-1012,C-EAST,40,false,61.45
2026-01-26,SKU-1012,C-EAST,35,false,60.83
2026-02-02,SKU-1012,C-EAST,57,false,59.88
2026-02-09,SKU-1012,C-EAST,53,false,60.58
2026-02-16,SKU-1012,C-EAST,56,false,61.12
2026-02-23,SKU-1012,C-EAST,63,false,62.43
2026-03-02,SKU-1012,C-EAST,63,false,60.87
2026-03-09,SKU-1012,C-EAST,67,false,62.09
2026-03-16,SKU-1012,C-EAST,56,false,61.07
2026-03-23,SKU-1012,C-EAST,57,false,61.56
2026-03-30,SKU-1012,C-EAST,79,false,62.32
2026-04-06,SKU-1012,C-EAST,67,false,61.4
2026-04-13,SKU-1012,C-EAST,84,false,60.48
2026-04-20,SKU-1012,C-EAST,74,false,62.91
2026-04-27,SKU-1012,C-EAST,94,false,62.41
2026-05-04,SKU-1012,C-EAST,104,false,62.84
2026-05-11,SKU-1012,C-EAST,106,false,62.46
2024-11-18,SKU-1012,C-WEST,21,false,63.42
2024-11-25,SKU-1012,C-WEST,19,false,62.62
2024-12-02,SKU-1012,C-WEST,19,false,62.83
2024-12-09,SKU-1012,C-WEST,19,false,63.22
2024-12-16,SKU-1012,C-WEST,14,false,62.35
2024-12-23,SKU-1012,C-WEST,14,false,62.45
2024-12-30,SKU-1012,C-WEST,12,false,60.65
2025-01-06,SKU-1012,C-WEST,12,false,63.01
2025-01-13,SKU-1012,C-WEST,11,false,61.27
2025-01-20,SKU-1012,C-WEST,11,false,62.41
2025-01-27,SKU-1012,C-WEST,15,false,63.08
2025-02-03,SKU-1012,C-WEST,14,false,61.5
2025-02-10,SKU-1012,C-WEST,19,false,61.12
2025-02-17,SKU-1012,C-WEST,18,false,61.53
2025-02-24,SKU-1012,C-WEST,17,false,62.06
2025-03-03,SKU-1012,C-WEST,33,true,60.29
2025-03-10,SKU-1012,C-WEST,21,false,62.77
2025-03-17,SKU-1012,C-WEST,23,false,61.03
2025-03-24,SKU-1012,C-WEST,21,false,61.79
2025-03-31,SKU-1012,C-WEST,25,false,61.3
2025-04-07,SKU-1012,C-WEST,23,false,61.85
2025-04-14,SKU-1012,C-WEST,23,false,63.42
2025-04-21,SKU-1012,C-WEST,23,false,62.83
2025-04-28,SKU-1012,C-WEST,29,false,62.01
2025-05-05,SKU-1012,C-WEST,31,false,62.73
2025-05-12,SKU-1012,C-WEST,27,false,61.83
2025-05-19,SKU-1012,C-WEST,44,false,60.11
2025-05-26,SKU-1012,C-WEST,43,false,63.26
2025-06-02,SKU-1012,C-WEST,36,false,62.01
2025-06-09,SKU-1012,C-WEST,36,false,61.53
2025-06-16,SKU-1012,C-WEST,29,false,60.47
2025-06-23,SKU-1012,C-WEST,33,false,63.36
2025-06-30,SKU-1012,C-WEST,55,false,62.83
2025-07-07,SKU-1012,C-WEST,41,false,62.67
2025-07-14,SKU-1012,C-WEST,40,false,62.26
2025-07-21,SKU-1012,C-WEST,63,false,60.15
2025-07-28,SKU-1012,C-WEST,44,false,63.16
2025-08-04,SKU-1012,C-WEST,43,false,62.17
2025-08-11,SKU-1012,C-WEST,39,false,60.37
2025-08-18,SKU-1012,C-WEST,33,false,61.79
2025-08-25,SKU-1012,C-WEST,28,false,60.54
2025-09-01,SKU-1012,C-WEST,39,false,62.34
2025-09-08,SKU-1012,C-WEST,49,false,63.2
2025-09-15,SKU-1012,C-WEST,40,false,60.95
2025-09-22,SKU-1012,C-WEST,32,false,63.46
2025-09-29,SKU-1012,C-WEST,30,false,61.09
2025-10-06,SKU-1012,C-WEST,27,false,63.47
2025-10-13,SKU-1012,C-WEST,19,false,61.32
2025-10-20,SKU-1012,C-WEST,24,false,61.19
2025-10-27,SKU-1012,C-WEST,23,false,61.85
2025-11-03,SKU-1012,C-WEST,24,false,62.86
2025-11-10,SKU-1012,C-WEST,21,false,61.15
2025-11-17,SKU-1012,C-WEST,21,false,60.69
2025-11-24,SKU-1012,C-WEST,13,false,62.42
2025-12-01,SKU-1012,C-WEST,15,false,61.24
2025-12-08,SKU-1012,C-WEST,16,false,61.23
2025-12-15,SKU-1012,C-WEST,11,false,61.58
2025-12-22,SKU-1012,C-WEST,14,false,60.52
2025-12-29,SKU-1012,C-WEST,13,false,62.93
2026-01-05,SKU-1012,C-WEST,16,false,60.39
2026-01-12,SKU-1012,C-WEST,17,false,60.32
2026-01-19,SKU-1012,C-WEST,14,false,60.09
2026-01-26,SKU-1012,C-WEST,15,false,61.62
2026-02-02,SKU-1012,C-WEST,16,false,61.44
2026-02-09,SKU-1012,C-WEST,16,false,62.2
2026-02-16,SKU-1012,C-WEST,16,false,61.36
2026-02-23,SKU-1012,C-WEST,13,false,62.06
2026-03-02,SKU-1012,C-WEST,20,false,61.4
2026-03-09,SKU-1012,C-WEST,21,false,61.86
2026-03-16,SKU-1012,C-WEST,22,false,61.49
2026-03-23,SKU-1012,C-WEST,18,false,62.06
2026-03-30,SKU-1012,C-WEST,25,false,61.96
2026-04-06,SKU-1012,C-WEST,24,false,61.68
2026-04-13,SKU-1012,C-WEST,26,false,61.34
2026-04-20,SKU-1012,C-WEST,31,false,63.44
2026-04-27,SKU-1012,C-WEST,33,false,61.92
2026-05-04,SKU-1012,C-WEST,31,false,61.6
2026-05-11,SKU-1012,C-WEST,34,false,62.37
2024-11-18,SKU-1013,C-EAST,33,false,41.03
2024-11-25,SKU-1013,C-EAST,26,false,43.08
2024-12-02,SKU-1013,C-EAST,33,false,42.71
2024-12-09,SKU-1013,C-EAST,30,false,43.26
2024-12-16,SKU-1013,C-EAST,28,false,42.85
2024-12-23,SKU-1013,C-EAST,33,false,41.63
2024-12-30,SKU-1013,C-EAST,29,false,42.8
2025-01-06,SKU-1013,C-EAST,28,false,42.02
2025-01-13,SKU-1013,C-EAST,19,false,42.69
2025-01-20,SKU-1013,C-EAST,25,false,41.9
2025-01-27,SKU-1013,C-EAST,29,false,41.57
2025-02-03,SKU-1013,C-EAST,21,false,40.93
2025-02-10,SKU-1013,C-EAST,33,false,42.67
2025-02-17,SKU-1013,C-EAST,21,false,42.26
2025-02-24,SKU-1013,C-EAST,44,false,41.26
2025-03-03,SKU-1013,C-EAST,43,false,40.97
2025-03-10,SKU-1013,C-EAST,54,false,42.41
2025-03-17,SKU-1013,C-EAST,40,false,41.56
2025-03-24,SKU-1013,C-EAST,49,false,42.99
2025-03-31,SKU-1013,C-EAST,45,false,41.54
2025-04-07,SKU-1013,C-EAST,44,false,43.0
2025-04-14,SKU-1013,C-EAST,50,false,40.87
2025-04-21,SKU-1013,C-EAST,52,false,42.33
2025-04-28,SKU-1013,C-EAST,55,false,41.22
2025-05-05,SKU-1013,C-EAST,45,false,41.5
2025-05-12,SKU-1013,C-EAST,70,false,42.61
2025-05-19,SKU-1013,C-EAST,48,false,43.01
2025-05-26,SKU-1013,C-EAST,74,false,41.7
2025-06-02,SKU-1013,C-EAST,68,false,43.2
2025-06-09,SKU-1013,C-EAST,70,false,41.23
2025-06-16,SKU-1013,C-EAST,41,false,42.78
2025-06-23,SKU-1013,C-EAST,79,false,41.44
2025-06-30,SKU-1013,C-EAST,64,false,41.37
2025-07-07,SKU-1013,C-EAST,84,false,42.69
2025-07-14,SKU-1013,C-EAST,70,false,42.75
2025-07-21,SKU-1013,C-EAST,91,false,41.13
2025-07-28,SKU-1013,C-EAST,82,false,41.6
2025-08-04,SKU-1013,C-EAST,78,false,42.72
2025-08-11,SKU-1013,C-EAST,74,false,41.8
2025-08-18,SKU-1013,C-EAST,51,false,42.62
2025-08-25,SKU-1013,C-EAST,53,false,43.04
2025-09-01,SKU-1013,C-EAST,56,false,40.87
2025-09-08,SKU-1013,C-EAST,65,false,42.55
2025-09-15,SKU-1013,C-EAST,51,false,43.27
2025-09-22,SKU-1013,C-EAST,50,false,43.16
2025-09-29,SKU-1013,C-EAST,55,false,42.45
2025-10-06,SKU-1013,C-EAST,62,false,43.16
2025-10-13,SKU-1013,C-EAST,46,false,43.01
2025-10-20,SKU-1013,C-EAST,46,false,41.09
2025-10-27,SKU-1013,C-EAST,38,false,42.49
2025-11-03,SKU-1013,C-EAST,35,false,42.73
2025-11-10,SKU-1013,C-EAST,35,false,42.69
2025-11-17,SKU-1013,C-EAST,31,false,41.69
2025-11-24,SKU-1013,C-EAST,34,false,42.58
2025-12-01,SKU-1013,C-EAST,37,false,42.54
2025-12-08,SKU-1013,C-EAST,38,false,42.94
2025-12-15,SKU-1013,C-EAST,24,false,41.1
2025-12-22,SKU-1013,C-EAST,31,false,41.96
2025-12-29,SKU-1013,C-EAST,22,false,41.32
2026-01-05,SKU-1013,C-EAST,27,false,40.9
