week_start,parent_brand,cluster_id,units_sold
2025-09-29,Crestmark Bourbon,C-WEST,14926
2025-09-29,Maple Hollow Ale,C-EAST,39858
2025-09-29,Maple Hollow Ale,C-WEST,12058
2025-09-29,Northwind Lager,C-EAST,20654
2025-09-29,Northwind Lager,C-WEST,12717
2025-09-29,Riverbend IPA,C-EAST,26475
2025-09-29,Riverbend IPA,C-WEST,23547
2025-09-29,Solano Tequila,C-EAST,18733
2025-09-29,Solano Tequila,C-WEST,13420
2025-10-06,Black Pine Whiskey,C-EAST,19257
2025-10-06,Black Pine Whiskey,C-WEST,15436
2025-10-06,Crestmark Bourbon,C-EAST,15429
2025-10-06,Crestmark Bourbon,C-WEST,12967
2025-10-06,Maple Hollow Ale,C-EAST,25874
2025-10-06,Maple Hollow Ale,C-WEST,12387
2025-10-06,Northwind Lager,C-EAST,18956
2025-10-06,Northwind Lager,C-WEST,9277
2025-10-06,Riverbend IPA,C-EAST,23855
2025-10-06,Riverbend IPA,C-WEST,23304
2025-10-06,Solano Tequila,C-EAST,16849
2025-10-06,Solano Tequila,C-WEST,13031
2025-10-13,Black Pine Whiskey,C-EAST,21550
2025-10-13,Black Pine Whiskey,C-WEST,15192
2025-10-13,Crestmark Bourbon,C-EAST,19066
2025-10-13,Crestmark Bourbon,C-WEST,13213
2025-10-13,Maple Hollow Ale,C-EAST,38051
2025-10-13,Maple Hollow Ale,C-WEST,13354
2025-10-13,Northwind Lager,C-EAST,15836
2025-10-13,Northwind Lager,C-WEST,8679
2025-10-13,Riverbend IPA,C-EAST,20066
2025-10-13,Riverbend IPA,C-WEST,26215
2025-10-13,Solano Tequila,C-EAST,19414
2025-10-13,Solano Tequila,C-WEST,12278
2025-10-20,Black Pine Whiskey,C-EAST,18228
2025-10-20,Black Pine Whiskey,C-WEST,13675
2025-10-20,Crestmark Bourbon,C-EAST,24604
2025-10-20,Crestmark Bourbon,C-WEST,13158
2025-10-20,Maple Hollow Ale,C-EAST,25774
2025-10-20,Maple Hollow Ale,C-WEST,12872
2025-10-20,Northwind Lager,C-EAST,16997
2025-10-20,Northwind Lager,C-WEST,8585
2025-10-20,Riverbend IPA,C-EAST,17973
2025-10-20,Riverbend IPA,C-WEST,24747
2025-10-20,Solano Tequila,C-EAST,16337
2025-10-20,Solano Tequila,C-WEST,16076
2025-10-27,Black Pine Whiskey,C-EAST,16235
2025-10-27,Black Pine Whiskey,C-WEST,10443
2025-10-27,Crestmark Bourbon,C-EAST,22912
2025-10-27,Crestmark Bourbon,C-WEST,15479
2025-10-27,Maple Hollow Ale,C-EAST,30685
2025-10-27,Maple Hollow Ale,C-WEST,13285
2025-10-27,Northwind Lager,C-EAST,21004
2025-10-27,Northwind Lager,C-WEST,9315
2025-10-27,Riverbend IPA,C-EAST,18480
2025-10-27,Riverbend IPA,C-WEST,18696
2025-10-27,Solano Tequila,C-EAST,13915
2025-10-27,Solano Tequila,C-WEST,16180
2025-11-03,Black Pine Whiskey,C-EAST,16238
2025-11-03,Black Pine Whiskey,C-WEST,13051
2025-11-03,Crestmark Bourbon,C-EAST,17352
2025-11-03,Crestmark Bourbon,C-WEST,18217
2025-11-03,Maple Hollow Ale,C-EAST,36527
2025-11-03,Maple Hollow Ale,C-WEST,10973
2025-11-03,Northwind Lager,C-EAST,18279
2025-11-03,Northwind Lager,C-WEST,9483
2025-11-03,Riverbend IPA,C-EAST,20734
2025-11-03,Riverbend IPA,C-WEST,17375
2025-11-03,Solano Tequila,C-EAST,15153
2025-11-03,Solano Tequila,C-WEST,15095
2025-11-10,Black Pine Whiskey,C-EAST,15413
2025-11-10,Black Pine Whiskey,C-WEST,15468
2025-11-10,Crestmark Bourbon,C-EAST,14972
2025-11-10,Crestmark Bourbon,C-WEST,13699
2025-11-10,Maple Hollow Ale,C-EAST,50603
2025-11-10,Maple Hollow Ale,C-WEST,11987
2025-11-10,Northwind Lager,C-EAST,17679
2025-11-10,Northwind Lager,C-WEST,10705
2025-11-10,Riverbend IPA,C-EAST,21158
2025-11-10,Riverbend IPA,C-WEST,14815
2025-11-10,Solano Tequila,C-EAST,16110
2025-11-10,Solano Tequila,C-WEST,14978
2025-11-17,Black Pine Whiskey,C-EAST,17793
2025-11-17,Black Pine Whiskey,C-WEST,13650
2025-11-17,Crestmark Bourbon,C-EAST,17179
2025-11-17,Crestmark Bourbon,C-WEST,18803
2025-11-17,Maple Hollow Ale,C-EAST,35311
2025-11-17,Maple Hollow Ale,C-WEST,11920
2025-11-17,Northwind Lager,C-EAST,16734
2025-11-17,Northwind Lager,C-WEST,9646
2025-11-17,Riverbend IPA,C-EAST,20668
2025-11-17,Riverbend IPA,C-WEST,14964
2025-11-17,Solano Tequila,C-EAST,15846
2025-11-17,Solano Tequila,C-WEST,15893
2025-11-24,Black Pine Whiskey,C-EAST,21642
2025-11-24,Black Pine Whiskey,C-WEST,17254
2025-11-24,Crestmark Bourbon,C-EAST,23265
2025-11-24,Crestmark Bourbon,C-WEST,20248
2025-11-24,Maple Hollow Ale,C-EAST,24536
2025-11-24,Maple Hollow Ale,C-WEST,9881
2025-11-24,Northwind Lager,C-EAST,13738
2025-11-24,Northwind Lager,C-WEST,11561
2025-11-24,Riverbend IPA,C-EAST,23636
2025-11-24,Riverbend IPA,C-WEST,16221
2025-11-24,Solano Tequila,C-EAST,15084
2025-11-24,Solano Tequila,C-WEST,14771
2025-12-01,Black Pine Whiskey,C-EAST,19719
2025-12-01,Black Pine Whiskey,C-WEST,18444
2025-12-01,Crestmark Bourbon,C-EAST,17873
2025-12-01,Crestmark Bourbon,C-WEST,15944
2025-12-01,Maple Hollow Ale,C-EAST,35229
2025-12-01,Maple Hollow Ale,C-WEST,12276
2025-12-01,Northwind Lager,C-EAST,13502
2025-12-01,Northwind Lager,C-WEST,11725
2025-12-01,Riverbend IPA,C-EAST,23744
2025-12-01,Riverbend IPA,C-WEST,25013
2025-12-01,Solano Tequila,C-EAST,19079
2025-12-01,Solano Tequila,C-WEST,15804
2025-12-08,Black Pine Whiskey,C-EAST,20197
2025-12-08,Black Pine Whiskey,C-WEST,15402
2025-12-08,Crestmark Bourbon,C-EAST,21475
2025-12-08,Crestmark Bourbon,C-WEST,17375
2025-12-08,Maple Hollow Ale,C-EAST,23958
2025-12-08,Maple Hollow Ale,C-WEST,14257
2025-12-08,Northwind Lager,C-EAST,15099
2025-12-08,Northwind Lager,C-WEST,8397
2025-12-08,Riverbend IPA,C-EAST,21954
2025-12-08,Riverbend IPA,C-WEST,29906
2025-12-08,Solano Tequila,C-EAST,20963
2025-12-08,Solano Tequila,C-WEST,14562
2025-12-15,Black Pine Whiskey,C-EAST,14009
2025-12-15,Black Pine Whiskey,C-WEST,15865
2025-12-15,Crestmark Bourbon,C-EAST,18466
2025-12-15,Crestmark Bourbon,C-WEST,16432
2025-12-15,Maple Hollow Ale,C-EAST,27841
2025-12-15,Maple Hollow Ale,C-WEST,11967
2025-12-15,Northwind Lager,C-EAST,21524
2025-12-15,Northwind Lager,C-WEST,8103
2025-12-15,Riverbend IPA,C-EAST,18184
2025-12-15,Riverbend IPA,C-WEST,23156
2025-12-15,Solano Tequila,C-EAST,16819
2025-12-15,Solano Tequila,C-WEST,13117
2025-12-22,Black Pine Whiskey,C-EAST,18831
2025-12-22,Black Pine Whiskey,C-WEST,13412
2025-12-22,Crestmark Bourbon,C-EAST,16186
2025-12-22,Crestmark Bourbon,C-WEST,14840
2025-12-22,Maple Hollow Ale,C-EAST,24115
2025-12-22,Maple Hollow Ale,C-WEST,13333
2025-12-22,Northwind Lager,C-EAST,19263
2025-12-22,Northwind Lager,C-WEST,8533
2025-12-22,Riverbend IPA,C-EAST,18610
2025-12-22,Riverbend IPA,C-WEST,22788
2025-12-22,Solano Tequila,C-EAST,14244
2025-12-22,Solano Tequila,C-WEST,14024
2025-12-29,Black Pine Whiskey,C-EAST,22574
2025-12-29,Black Pine Whiskey,C-WEST,16523
2025-12-29,Crestmark Bourbon,C-EAST,15242
2025-12-29,Crestmark Bourbon,C-WEST,14885
2025-12-29,Maple Hollow Ale,C-EAST,25927
2025-12-29,Maple Hollow Ale,C-WEST,11440
2025-12-29,Northwind Lager,C-EAST,14969
2025-12-29,Northwind Lager,C-WEST,10356
2025-12-29,Riverbend IPA,C-EAST,16671
2025-12-29,Riverbend IPA,C-WEST,21996
2025-12-29,Solano Tequila,C-EAST,14306
2025-12-29,Solano Tequila,C-WEST,17969
2026-01-05,Black Pine Whiskey,C-EAST,21978
2026-01-05,Black Pine Whiskey,C-WEST,20300
2026-01-05,Crestmark Bourbon,C-EAST,30414
2026-01-05,Crestmark Bourbon,C-WEST,18392
2026-01-05,Maple Hollow Ale,C-EAST,22402
2026-01-05,Maple Hollow Ale,C-WEST,10138
2026-01-05,Northwind Lager,C-EAST,14079
2026-01-05,Northwind Lager,C-WEST,11683
2026-01-05,Riverbend IPA,C-EAST,19188
2026-01-05,Riverbend IPA,C-WEST,15540
2026-01-05,Solano Tequila,C-EAST,15890
2026-01-05,Solano Tequila,C-WEST,16712
2026-01-12,Black Pine Whiskey,C-EAST,20392
2026-01-12,Black Pine Whiskey,C-WEST,11986
2026-01-12,Crestmark Bourbon,C-EAST,21368
2026-01-12,Crestmark Bourbon,C-WEST,15981
2026-01-12,Maple Hollow Ale,C-EAST,48160
2026-01-12,Maple Hollow Ale,C-WEST,12403
2026-01-12,Northwind Lager,C-EAST,15151
2026-01-12,Northwind Lager,C-WEST,9562
2026-01-12,Riverbend IPA,C-EAST,25356
2026-01-12,Riverbend IPA,C-WEST,17299
2026-01-12,Solano Tequila,C-EAST,18323
2026-01-12,Solano Tequila,C-WEST,15202
2026-01-19,Black Pine Whiskey,C-EAST,18159
2026-01-19,Black Pine Whiskey,C-WEST,13531
2026-01-19,Crestmark Bourbon,C-EAST,21096
2026-01-19,Crestmark Bourbon,C-WEST,18086
2026-01-19,Maple Hollow Ale,C-EAST,45685
2026-01-19,Maple Hollow Ale,C-WEST,11704
2026-01-19,Northwind Lager,C-EAST,16829
2026-01-19,Northwind Lager,C-WEST,8437
2026-01-19,Riverbend IPA,C-EAST,19734
2026-01-19,Riverbend IPA,C-WEST,17918
2026-01-19,Solano Tequila,C-EAST,18004
2026-01-19,Solano Tequila,C-WEST,13490
2026-01-26,Black Pine Whiskey,C-EAST,16581
2026-01-26,Black Pine Whiskey,C-WEST,15918
2026-01-26,Crestmark Bourbon,C-EAST,19698
2026-01-26,Crestmark Bourbon,C-WEST,22412
2026-01-26,Maple Hollow Ale,C-EAST,37193
2026-01-26,Maple Hollow Ale,C-WEST,11596
2026-01-26,Northwind Lager,C-EAST,17226
2026-01-26,Northwind Lager,C-WEST,8342
2026-01-26,Riverbend IPA,C-EAST,24848
2026-01-26,Riverbend IPA,C-WEST,16821
2026-01-26,Solano Tequila,C-EAST,17431
2026-01-26,Solano Tequila,C-WEST,11585
2026-02-02,Black Pine Whiskey,C-EAST,19549
2026-02-02,Black Pine Whiskey,C-WEST,18466
2026-02-02,Crestmark Bourbon,C-EAST,22425
2026-02-02,Crestmark Bourbon,C-WEST,18985
2026-02-02,Maple Hollow Ale,C-EAST,37638
2026-02-02,Maple Hollow Ale,C-WEST,10404
2026-02-02,Northwind Lager,C-EAST,18669
2026-02-02,Northwind Lager,C-WEST,8319
2026-02-02,Riverbend IPA,C-EAST,24696
2026-02-02,Riverbend IPA,C-WEST,19768
2026-02-02,Solano Tequila,C-EAST,18847
2026-02-02,Solano Tequila,C-WEST,19051
2026-02-09,Black Pine Whiskey,C-EAST,20245
2026-02-09,Black Pine Whiskey,C-WEST,17908
2026-02-09,Crestmark Bourbon,C-EAST,19365
2026-02-09,Crestmark Bourbon,C-WEST,17234
2026-02-09,Maple Hollow Ale,C-EAST,32876
2026-02-09,Maple Hollow Ale,C-WEST,12143
2026-02-09,Northwind Lager,C-EAST,14553
2026-02-09,Northwind Lager,C-WEST,8475
2026-02-09,Riverbend IPA,C-EAST,17689
2026-02-09,Riverbend IPA,C-WEST,20145
2026-02-09,Solano Tequila,C-EAST,21054
2026-02-09,Solano Tequila,C-WEST,14527
2026-02-16,Black Pine Whiskey,C-EAST,18050
2026-02-16,Black Pine Whiskey,C-WEST,15511
2026-02-16,Crestmark Bourbon,C-EAST,20438
2026-02-16,Crestmark Bourbon,C-WEST,28750
2026-02-16,Maple Hollow Ale,C-EAST,34141
2026-02-16,Maple Hollow Ale,C-WEST,12573
2026-02-16,Northwind Lager,C-EAST,14294
2026-02-16,Northwind Lager,C-WEST,9816
2026-02-16,Riverbend IPA,C-EAST,18738
2026-02-16,Riverbend IPA,C-WEST,23109
2026-02-16,Solano Tequila,C-EAST,14477
2026-02-16,Solano Tequila,C-WEST,14342
2026-02-23,Black Pine Whiskey,C-EAST,20423
2026-02-23,Black Pine Whiskey,C-WEST,14643
2026-02-23,Crestmark Bourbon,C-EAST,18881
2026-02-23,Crestmark Bourbon,C-WEST,15793
2026-02-23,Maple Hollow Ale,C-EAST,25137
2026-02-23,Maple Hollow Ale,C-WEST,11170
2026-02-23,Northwind Lager,C-EAST,16856
2026-02-23,Northwind Lager,C-WEST,8516
2026-02-23,Riverbend IPA,C-EAST,21400
2026-02-23,Riverbend IPA,C-WEST,18614
2026-02-23,Solano Tequila,C-EAST,15016
2026-02-23,Solano Tequila,C-WEST,14626
2026-03-02,Black Pine Whiskey,C-EAST,16748
2026-03-02,Black Pine Whiskey,C-WEST,11689
2026-03-02,Crestmark Bourbon,C-EAST,16429
2026-03-02,Crestmark Bourbon,C-WEST,16283
2026-03-02,Maple Hollow Ale,C-EAST,26191
2026-03-02,Maple Hollow Ale,C-WEST,9688
2026-03-02,Northwind Lager,C-EAST,18867
2026-03-02,Northwind Lager,C-WEST,10260
2026-03-02,Riverbend IPA,C-EAST,21147
2026-03-02,Riverbend IPA,C-WEST,16806
2026-03-02,Solano Tequila,C-EAST,13702
2026-03-02,Solano Tequila,C-WEST,16228
2026-03-09,Black Pine Whiskey,C-EAST,12951
2026-03-09,Black Pine Whiskey,C-WEST,12647
2026-03-09,Crestmark Bourbon,C-EAST,17857
2026-03-09,Crestmark Bourbon,C-WEST,14087
2026-03-09,Maple Hollow Ale,C-EAST,32940
2026-03-09,Maple Hollow Ale,C-WEST,12359
2026-03-09,Northwind Lager,C-EAST,19363
2026-03-09,Northwind Lager,C-WEST,6960
2026-03-09,Riverbend IPA,C-EAST,25991
2026-03-09,Riverbend IPA,C-WEST,17804
2026-03-09,Solano Tequila,C-EAST,12499
2026-03-09,Solano Tequila,C-WEST,17610
2026-03-16,Black Pine Whiskey,C-EAST,18245
2026-03-16,Black Pine Whiskey,C-WEST,13293
2026-03-16,Crestmark Bourbon,C-EAST,16157
2026-03-16,Crestmark Bourbon,C-WEST,16973
2026-03-16,Maple Hollow Ale,C-EAST,25495
2026-03-16,Maple Hollow Ale,C-WEST,10990
2026-03-16,Northwind Lager,C-EAST,18735
2026-03-16,Northwind Lager,C-WEST,6854
2026-03-16,Riverbend IPA,C-EAST,25715
2026-03-16,Riverbend IPA,C-WEST,19411
2026-03-16,Solano Tequila,C-EAST,15930
2026-03-16,Solano Tequila,C-WEST,16599
2026-03-23,Black Pine Whiskey,C-EAST,20014
2026-03-23,Black Pine Whiskey,C-WEST,16031
2026-03-23,Crestmark Bourbon,C-EAST,14574
2026-03-23,Crestmark Bourbon,C-WEST,14929
2026-03-23,Maple Hollow Ale,C-EAST,31578
2026-03-23,Maple Hollow Ale,C-WEST,12715
2026-03-23,Northwind Lager,C-EAST,16339
2026-03-23,Northwind Lager,C-WEST,7925
2026-03-23,Riverbend IPA,C-EAST,24687
2026-03-23,Riverbend IPA,C-WEST,17379
2026-03-23,Solano Tequila,C-EAST,15901
2026-03-23,Solano Tequila,C-WEST,13515
2026-03-30,Black Pine Whiskey,C-EAST,19467
2026-03-30,Black Pine Whiskey,C-WEST,11033
2026-03-30,Crestmark Bourbon,C-EAST,16928
2026-03-30,Crestmark Bourbon,C-WEST,15976
2026-03-30,Maple Hollow Ale,C-EAST,29405
2026-03-30,Maple Hollow Ale,C-WEST,15315
2026-03-30,Northwind Lager,C-EAST,17414
2026-03-30,Northwind Lager,C-WEST,8079
2026-03-30,Riverbend IPA,C-EAST,24334
2026-03-30,Riverbend IPA,C-WEST,20888
2026-03-30,Solano Tequila,C-EAST,30922
2026-03-30,Solano Tequila,C-WEST,14133
2026-04-06,Black Pine Whiskey,C-EAST,18057
2026-04-06,Black Pine Whiskey,C-WEST,14865
2026-04-06,Crestmark Bourbon,C-EAST,18861
2026-04-06,Crestmark Bourbon,C-WEST,17095
2026-04-06,Maple Hollow Ale,C-EAST,35327
2026-04-06,Maple Hollow Ale,C-WEST,14789
2026-04-06,Northwind Lager,C-EAST,22002
2026-04-06,Northwind Lager,C-WEST,11702
2026-04-06,Riverbend IPA,C-EAST,20870
2026-04-06,Riverbend IPA,C-WEST,20410
2026-04-06,Solano Tequila,C-EAST,17829
2026-04-06,Solano Tequila,C-WEST,11087
2026-04-13,Black Pine Whiskey,C-EAST,20566
2026-04-13,Black Pine Whiskey,C-WEST,18385
2026-04-13,Crestmark Bourbon,C-EAST,16399
2026-04-13,Crestmark Bourbon,C-WEST,15895
2026-04-13,Maple Hollow Ale,C-EAST,40003
2026-04-13,Maple Hollow Ale,C-WEST,12764
2026-04-13,Northwind Lager,C-EAST,21659
2026-04-13,Northwind Lager,C-WEST,9775
2026-04-13,Riverbend IPA,C-EAST,19813
2026-04-13,Riverbend IPA,C-WEST,24488
2026-04-13,Solano Tequila,C-EAST,18002
2026-04-13,Solano Tequila,C-WEST,9283
2026-04-20,Black Pine Whiskey,C-EAST,14635
2026-04-20,Black Pine Whiskey,C-WEST,16732
2026-04-20,Crestmark Bourbon,C-EAST,16024
2026-04-20,Crestmark Bourbon,C-WEST,15957
2026-04-20,Maple Hollow Ale,C-EAST,36188
2026-04-20,Maple Hollow Ale,C-WEST,13933
2026-04-20,Northwind Lager,C-EAST,22403
2026-04-20,Northwind Lager,C-WEST,10369
2026-04-20,Riverbend IPA,C-EAST,24601
2026-04-20,Riverbend IPA,C-WEST,22713
2026-04-20,Solano Tequila,C-EAST,14496
2026-04-20,Solano Tequila,C-WEST,14564
2026-04-27,Black Pine Whiskey,C-EAST,12923
2026-04-27,Black Pine Whiskey,C-WEST,16490
2026-04-27,Crestmark Bourbon,C-EAST,15569
2026-04-27,Crestmark Bourbon,C-WEST,15742
2026-04-27,Maple Hollow Ale,C-EAST,28445
2026-04-27,Maple Hollow Ale,C-WEST,9938
2026-04-27,Northwind Lager,C-EAST,21673
2026-04-27,Northwind Lager,C-WEST,10558
2026-04-27,Riverbend IPA,C-EAST,21818
2026-04-27,Riverbend IPA,C-WEST,23156
2026-04-27,Solano Tequila,C-EAST,15959
2026-04-27,Solano Tequila,C-WEST,20750
2026-05-04,Black Pine Whiskey,C-EAST,12667
2026-05-04,Black Pine Whiskey,C-WEST,14329
2026-05-04,Crestmark Bourbon,C-EAST,12904
2026-05-04,Crestmark Bourbon,C-WEST,14057
2026-05-04,Maple Hollow Ale,C-EAST,29670
2026-05-04,Maple Hollow Ale,C-WEST,15979
2026-05-04,Northwind Lager,C-EAST,20065
2026-05-04,Northwind Lager,C-WEST,7964
2026-05-04,Riverbend IPA,C-EAST,32970
2026-05-04,Riverbend IPA,C-WEST,24276
2026-05-04,Solano Tequila,C-EAST,14137
2026-05-04,Solano Tequila,C-WEST,15733
2026-05-11,Black Pine Whiskey,C-EAST,20853
2026-05-11,Black Pine Whiskey,C-WEST,14452
2026-05-11,Crestmark Bourbon,C-EAST,16549
2026-05-11,Crestmark Bourbon,C-WEST,12368
2026-05-11,Maple Hollow Ale,C-EAST,30149
2026-05-11,Maple Hollow Ale,C-WEST,11005
2026-05-11,Northwind Lager,C-EAST,17946
2026-05-11,Northwind Lager,C-WEST,8114
2026-05-11,Riverbend IPA,C-EAST,23954
2026-05-11,Riverbend IPA,C-WEST,18650
2026-05-11,Solano Tequila,C-EAST,16092
2026-05-11,Solano Tequila,C-WEST,12102
